"","lab_number","sample_code","year","site","plot","top","bottom","pH","bray_p","olsen_p","total_carbon","inorganic_carbon","total_p","lead","bulk_density","ksat","k","loi_om","depth_increment_height","dry_mass","radius"
"1363",1363,"C22.31.02.10-20",2022,31,2,10,20,7.6,32,26,2.779,NA,475,31,1.17481610691198,NA,NA,NA,10,40.691,1.05
"1364",1364,"C22.31.02.20-40",2022,31,2,20,40,7.5,14,11,3.998,NA,567,53,1.1375572490326,NA,NA,NA,20,78.801,1.05
"1365",1365,"C22.32.01.0-10",2022,32,1,0,10,7.2,16,NA,2.42,NA,350,30,1.06625872169193,NA,NA,NA,10,36.931,1.05
"1366",1366,"C22.32.01.10-20",2022,32,1,10,20,7.3,13,NA,2.047,NA,328,26,1.84781415198628,NA,NA,NA,10,64.001,1.05
"1367",1367,"C22.32.01.20-40",2022,32,1,20,40,7.7,11,4,1.358,NA,314,43,1.76768090127398,NA,NA,NA,20,122.451,1.05
"1368",1368,"C22.32.01.40-60",2022,32,1,40,60,7.7,12,6,1.041,NA,312,43,2.04672535025052,NA,NA,NA,20,141.781,1.05
"1369",1369,"C22.32.02.0-10",2022,32,2,0,10,7.5,29,14,1.911,NA,397,13,1.15460595540825,NA,NA,NA,10,39.991,1.05
"1370",1370,"C22.32.02.10-20",2022,32,2,10,20,7.5,23,11,1.881,NA,396,20,1.99044007831263,NA,NA,NA,10,68.941,1.05
"1371",1371,"C22.32.02.20-40",2022,32,2,20,40,7.7,2,6,1.454,NA,335,31,0.682828840198616,NA,NA,NA,20,47.301,1.05
"1372",1372,"C22.32.03.0-10",2022,32,3,0,10,7.2,19,NA,2.919,NA,467,25,1.0373870766866,NA,NA,NA,10,35.931,1.05
"1373",1373,"C22.32.03.10-20",2022,32,3,10,20,7.5,16,8,2.423,NA,358,20,0.732791221880344,NA,NA,NA,10,25.381,1.05
"1374",1374,"C22.32.03.20-40",2022,32,3,20,40,7.2,8,NA,1.003,NA,245,30,1.30097075976278,NA,NA,NA,20,90.121,1.05
"1375",1375,"C22.33.01.0-10",2022,33,1,0,10,7.2,72,NA,4.61,NA,734,231,NA,NA,NA,NA,10,NA,1.05
"1376",1376,"C22.33.01.10-20",2022,33,1,10,20,NA,NA,NA,NA,NA,NA,258,NA,NA,NA,NA,10,NA,1.05
"1377",1377,"C22.33.01.20-40",2022,33,1,20,40,7.3,123,NA,4.201,NA,801,387,NA,NA,NA,NA,20,NA,1.05
"1378",1378,"C22.33.01.60-80",2022,33,1,40,60,7.1,108,NA,3.52,NA,856,264,NA,NA,NA,NA,20,NA,1.05
"1379",1379,"C22.33.01.80-100",2022,33,1,60,80,7.1,93,NA,4.109,NA,912,150,NA,NA,NA,NA,20,NA,1.05
"1380",1380,"C22.33.02.0-10",2022,33,2,0,10,7.2,124,NA,3.962,NA,803,184,NA,NA,NA,NA,10,NA,1.05
"1381",1381,"C22.33.02.10-20",2022,33,2,10,20,7.2,134,NA,3.098,NA,797,188,NA,NA,NA,NA,10,NA,1.05
"1382",1382,"C22.33.02.20-40",2022,33,2,20,40,7.1,157,NA,3.81,NA,869,165,NA,NA,NA,NA,20,NA,1.05
"1383",1383,"C22.34.01.0-10",2022,34,1,0,10,7,172,NA,2.262,NA,786,23,1.17103392141629,NA,NA,NA,10,40.56,1.05
"1384",1384,"C22.34.01.10-20",2022,34,1,10,20,7.1,193,NA,1.838,NA,733,20,1.41153472431071,NA,NA,NA,10,48.89,1.05
"1385",1385,"C22.34.01.20-40",2022,34,1,20,40,7.2,147,NA,1.224,NA,634,23,1.16872418981586,NA,NA,NA,20,80.96,1.05
"1386",1386,"C22.34.01.40-60",2022,34,1,40,60,6.6,53,NA,0.72,NA,492,15,1.32116647544401,NA,NA,NA,20,91.52,1.05
"1387",1387,"C22.34.01.60-80",2022,34,1,60,80,6.3,39,NA,0.459,NA,407,12,1.29734736831462,NA,NA,NA,20,89.87,1.05
"1388",1388,"C22.34.01.80-100",2022,34,1,80,100,7.4,15,NA,0.43,NA,286,7,1.75525165809919,NA,NA,NA,20,121.59,1.05
"1389",1389,"C22.34.02.0-10",2022,34,2,0,10,7.2,167,NA,2.243,NA,807,25,1.19470867032066,NA,NA,NA,10,41.38,1.05
"1390",1390,"C22.34.02.10-20",2022,34,2,10,20,7.1,174,NA,1.737,NA,744,25,1.42856899486385,NA,NA,NA,10,49.48,1.05
"1391",1391,"C22.34.02.20-40",2022,34,2,20,40,7.1,96,NA,0.982,NA,515,21,1.22314724065091,NA,NA,NA,20,84.73,1.05
"1392",1392,"C22.34.02.40-60",2022,34,2,40,60,7.2,44,NA,0.703,NA,411,12,1.21015500039851,NA,NA,NA,20,83.83,1.05
"1393",1393,"C22.34.02.60-80",2022,34,2,60,80,7.1,34,NA,0.376,NA,437,16,0.89357741291504,NA,NA,NA,20,61.9,1.05
"1394",1394,"C22.35.01.0-10",2022,35,1,0,10,6.4,67,NA,3.262,NA,689,49,1.02468355288426,NA,NA,NA,10,35.491,1.05
"1395",1395,"C22.35.01.10-20",2022,35,1,10,20,6.7,70,NA,2.9,NA,795,31,1.63358654604672,NA,NA,NA,10,56.581,1.05
"1396",1396,"C22.35.01.20-40",2022,35,1,20,40,6.8,39,NA,0.6,NA,372,9,1.66157760587939,NA,NA,NA,20,115.101,1.05
"1397",1397,"C22.35.01.40-60",2022,35,1,40,60,7.1,28,NA,0.338,NA,274,9,1.72264113506567,NA,NA,NA,20,119.331,1.05
"1398",1398,"C22.35.01.60-80",2022,35,1,60,80,7.3,21,NA,0.216,NA,261,9,1.8690203752427,NA,NA,NA,20,129.471,1.05
"1399",1399,"C22.35.01.80-100",2022,35,1,80,100,7.5,17,5,0.262,NA,387,9,2.2664385687411,NA,NA,NA,20,157.001,1.05
"1400",1400,"C22.35.02.0-10",2022,35,2,0,10,6.3,58,NA,4.081,NA,940,36,1.08387042514519,NA,NA,NA,10,37.541,1.05
"1401",1401,"C22.35.02.10-20",2022,35,2,10,20,6.3,52,NA,4.093,NA,942,413,1.1023482779486,NA,NA,NA,10,38.181,1.05
"1402",1402,"C22.35.02.20-40",2022,35,2,20,40,6.7,20,NA,0.399,NA,258,12,1.43435775968742,NA,NA,NA,20,99.361,1.05
"1403",1403,"C22.35.02.40-60",2022,35,2,40,60,6.9,21,NA,0.189,NA,296,8,1.79352102355376,NA,NA,NA,20,124.241,1.05
"1404",1404,"C22.35.02.60-80",2022,35,2,60,80,7,21,NA,0.171,NA,295,8,1.97858826803794,NA,NA,NA,20,137.061,1.05
"1405",1405,"C22.35.02.80-100",2022,35,2,80,100,7.6,17,4,0.26,NA,469,12,1.838127715087,NA,NA,NA,20,127.331,1.05
"1406",1406,"C22.35.03.0-10",2022,35,3,0,10,6.4,54,NA,3.66,NA,818,53,1.09744009829769,NA,NA,NA,10,38.011,1.05
"1407",1407,"C22.35.03.10-20",2022,35,3,10,20,6.3,52,NA,4.268,NA,960,41,0.99465704207871,NA,NA,NA,10,34.451,1.05
"1408",1408,"C22.35.03.20-40",2022,35,3,20,40,6.5,27,NA,0.759,NA,350,18,1.23543212560068,NA,NA,NA,20,85.581,1.05
"1409",1409,"C22.35.03.40-60",2022,35,3,40,60,6.7,56,NA,0.538,NA,337,13,1.52746881482962,NA,NA,NA,20,105.811,1.05
"1410",1410,"C22.35.03.60-80",2022,35,3,60,80,6.8,31,NA,0.349,NA,279,0,1.35135178029709,NA,NA,NA,20,93.611,1.05
"1411",1411,"C22.35.03.80-100",2022,35,3,80,100,6.8,27,NA,0.218,NA,218,11,1.5934405236668,NA,NA,NA,20,110.381,1.05
"1412",1412,"C22.36.01.0-10",2022,36,1,0,10,7.6,36,17,1.427,NA,378,16,1.532247072078,NA,NA,NA,10,53.071,1.05
"1413",1413,"C22.36.01.10-20",2022,36,1,10,20,7.6,110,45,1.246,NA,482,13,1.8446382710357,NA,NA,NA,10,63.891,1.05
"1414",1414,"C22.36.01.20-40",2022,36,1,20,40,7.7,78.5,35,0.929,NA,341,18,1.80550275623097,NA,NA,NA,20,125.071,1.05
"1415",1415,"C22.36.01.40-60",2022,36,1,40,60,7.6,125,54,0.988,NA,502,45,0.987280336779847,NA,NA,NA,20,68.391,1.05
"1416",1416,"C22.36.01.60-80",2022,36,1,60,80,7.8,55,29,0.9,NA,347,24,2.67988052521746,NA,NA,NA,20,185.641,1.05
"1417",1417,"C22.36.02.0-10",2022,36,2,0,10,7.6,43,21,1.914,NA,382,44,2.61406761042781,NA,NA,NA,10,90.541,1.05
"1418",1418,"C22.36.02.10-20",2022,36,2,10,20,7.8,59,25,2.047,NA,460,152,3.15108020752699,NA,NA,NA,10,109.141,1.05
"1419",1419,"C22.36.02.20-40",2022,36,2,20,40,7.7,54,23,1.881,NA,470,78,1.70199790888685,NA,NA,NA,20,117.901,1.05
"1420",1420,"C22.36.02.40-60",2022,36,2,40,60,7.9,53,25,1.288,NA,369,77,2.28073003301874,NA,NA,NA,20,157.991,1.05
"1421",1421,"C22.36.03.0-10",2022,36,3,0,10,7.6,51,31,1.689,NA,401,17,1.13612810260484,NA,NA,NA,10,39.351,1.05
"1422",1422,"C22.36.03.10-20",2022,36,3,10,20,7.8,30,15,0.991,NA,241,11,2.82916136571754,NA,NA,NA,10,97.991,1.05
"1423",1423,"C22.36.03.20-40",2022,36,3,20,40,8.1,24,9,0.761,NA,282,11,2.39217458273933,NA,NA,NA,20,165.711,1.05
"1424",1424,"C22.36.03.40-60",2022,36,3,40,60,8,28,12,0.796,NA,268,10,2.20479760665472,NA,NA,NA,20,152.731,1.05
"1425",1425,"C22.37.01.0-10",2022,37,1,0,10,7.1,18,NA,3.585,NA,451,120,1.30358364363577,NA,NA,NA,10,45.151,1.05
"1426",1426,"C22.37.01.10-20",2022,37,1,10,20,7.5,16,7,2.15,NA,291,90,2.06492892242638,NA,NA,NA,10,71.521,1.05
"1427",1427,"C22.37.01.20-40",2022,37,1,20,40,8.1,20,11,1.06,NA,291,29,2.02290624312112,NA,NA,NA,20,140.131,1.05
"1428",1428,"C22.37.01.40-60",2022,37,1,40,60,8.2,16,7,0.745,NA,230,35,2.16105706447164,NA,NA,NA,20,149.701,1.05
"1429",1429,"C22.37.01.60-80",2022,37,1,60,80,8.5,11,6,0.185,NA,147,13,1.38773005300381,NA,NA,NA,20,96.131,1.05
"1430",1430,"C22.37.01.80-100",2022,37,1,80,100,8.6,15,6,0.361,NA,222,23,1.88706515337103,NA,NA,NA,20,130.721,1.05
"1431",1431,"C22.37.02.0-10",2022,37,2,0,10,7,10,NA,2.701,NA,399,61,1.32956812414057,NA,NA,NA,10,46.051,1.05
"1432",1432,"C22.37.02.10-20",2022,37,2,10,20,7.2,7,NA,1.948,NA,347,35,1.46468742276552,NA,NA,NA,10,50.731,1.05
"1433",1433,"C22.37.02.20-40",2022,37,2,20,40,7.7,9,4,0.909,NA,276,18,1.41616862333406,NA,NA,NA,20,98.101,1.05
"1434",1434,"C22.37.02.40-60",2022,37,2,40,60,7.6,22,12,0.568,NA,298,10,1.58030392518938,NA,NA,NA,20,109.471,1.05
"1435",1435,"C22.37.02.60-80",2022,37,2,60,80,7.6,25,12,0.424,NA,222,11,1.54002798040694,NA,NA,NA,20,106.681,1.05
"1436",1436,"C22.37.02.80-100",2022,37,2,80,100,7.7,19,10,0.21,NA,179,7,1.41198223480829,NA,NA,NA,20,97.811,1.05
"1437",1437,"C22.37.03.0-10",2022,37,3,0,10,6.8,16,NA,3.535,NA,410,100,1.26864895317931,NA,NA,NA,10,43.941,1.05
"1438",1438,"C22.37.03.10-20",2022,37,3,10,20,6.7,9,NA,1.899,NA,316,59,1.41878150720704,NA,NA,NA,10,49.141,1.05
"1439",1439,"C22.37.03.20-40",2022,37,3,20,40,7.2,24,NA,0.694,NA,271,20,1.06667736054451,NA,NA,NA,20,73.891,1.05
"1440",1440,"C22.37.03.40-60",2022,37,3,40,60,7.5,35,20,0.665,NA,269,13,1.46351812114281,NA,NA,NA,20,101.381,1.05
"1441",1441,"C22.37.03.60-80",2022,37,3,60,80,7.8,20,11,0.291,NA,211,9,1.56832219251216,NA,NA,NA,20,108.641,1.05
"1442",1442,"C22.37.03.80-100",2022,37,3,80,100,7.8,14,7,0.227,NA,183,10,1.53165520335539,NA,NA,NA,20,106.101,1.05
"1443",1443,"C22.38.01.0-10",2022,38,1,0,10,7.3,154,NA,6.497,NA,991,16,0.841926040000501,NA,NA,NA,10,29.161,1.05
"1444",1444,"C22.38.01.10-20",2022,38,1,10,20,7.3,124,NA,3.337,NA,686,19,1.3454475288935,NA,NA,NA,10,46.601,1.05
"1445",1445,"C22.38.01.20-40",2022,38,1,20,40,7.3,63,NA,2.017,NA,465,16,1.19457874791813,NA,NA,NA,20,82.751,1.05
"1446",1446,"C22.38.01.40-60",2022,38,1,40,60,7.3,75,NA,1.9,NA,522,11,1.5906977173913,NA,NA,NA,20,110.191,1.05
"1447",1447,"C22.38.01.60-80",2022,38,1,60,80,7.1,54,NA,1.052,NA,437,11,1.47145782351927,NA,NA,NA,20,101.931,1.05
"1448",1448,"C22.38.01.80-100",2022,38,1,80,100,7.2,42,NA,1.075,NA,405,7,1.29433028141156,NA,NA,NA,20,89.661,1.05
"1449",1449,"C22.38.02.0-10",2022,38,2,0,10,7.3,162,NA,6.306,NA,1000,22,0.850876249952154,NA,NA,NA,10,29.471,1.05
"1450",1450,"C22.38.02.10-20",2022,38,2,10,20,7.3,148,NA,4.519,NA,754,19,1.34256036439297,NA,NA,NA,10,46.501,1.05
"1451",1451,"C22.38.02.20-40",2022,38,2,20,40,7.4,76,NA,2.028,NA,510,19,1.20511689834508,NA,NA,NA,20,83.481,1.05
"1452",1452,"C22.38.02.40-60",2022,38,2,40,60,7.4,70,NA,1.495,NA,475,18,1.50032946852461,NA,NA,NA,20,103.931,1.05
"1453",1453,"C22.38.02.60-80",2022,38,2,60,80,7.1,62,NA,0.778,NA,560,7,1.44965973154025,NA,NA,NA,20,100.421,1.05
"1454",1454,"C22.38.02.80-100",2022,38,2,80,100,7.1,63,NA,0.778,NA,650,9,1.47420062979478,NA,NA,NA,20,102.121,1.05
"1455",1455,"C22.38.03.0-10",2022,38,3,0,10,7.7,231,121,15.083,NA,2002,26,1.16846434501081,NA,NA,NA,10,40.471,1.05
"1456",1456,"C22.38.03.10-20",2022,38,3,10,20,7.5,235,136,9.87,NA,1696,37,0.85145368285226,NA,NA,NA,10,29.491,1.05
"1457",1457,"C22.38.03.20-40",2022,38,3,20,40,7.3,243,NA,7.944,NA,1625,39,0.654823344543443,NA,NA,NA,20,45.361,1.05
"1458",1458,"C22.38.03.40-60",2022,38,3,40,60,7.2,239,NA,4.116,NA,973,27,0.843210828203238,NA,NA,NA,20,58.411,1.05
"1459",1459,"C22.39.01.0-10",2022,39,1,0,10,7.3,135,NA,8.483,NA,1079,31,0.444940921177179,NA,NA,NA,10,15.411,1.05
"1460",1460,"C22.39.01.10-20",2022,39,1,10,20,7.4,121,NA,4.688,NA,726,60,1.60875693134213,NA,NA,NA,10,55.721,1.05
"1461",1461,"C22.39.01.20-40",2022,39,1,20,40,7.5,82,49.5,3.605,NA,517,14,1.52905675530491,NA,NA,NA,20,105.921,1.05
"1462",1462,"C22.39.02.0-10",2022,39,2,0,10,7,172,NA,8.2,NA,957,67,0.938068617868258,NA,NA,NA,10,32.491,1.05
"1463",1463,"C22.39.02.10-20",2022,39,2,10,20,7.2,174,NA,3.672,NA,609,40,2.13999519944025,NA,NA,NA,10,74.121,1.05
"1464",1464,"C22.39.02.20-40",2022,39,2,20,40,7.4,86,NA,3.73,NA,514,376,2.08093824958184,NA,NA,NA,20,144.151,1.05
"1465",1465,"C22.39.02.40-60",2022,39,2,40,60,7.4,78,NA,2.209,NA,475,34,2.31508729057509,NA,NA,NA,20,160.371,1.05
"1466",1466,"C22.40.01.0-10",2022,40,1,0,10,7.4,145,NA,2.65,NA,582,17,1.223609186971,NA,NA,NA,10,42.381,1.05
"1467",1467,"C22.40.01.10-20",2022,40,1,10,20,7.4,121,NA,1.943,NA,696,27,1.56602689673424,NA,NA,NA,10,54.241,1.05
"1468",1468,"C22.40.01.20-40",2022,40,1,20,40,7.5,93,30,1.742,NA,499,22,0.875835787059264,NA,NA,NA,20,60.671,1.05
"1469",1469,"C22.40.01.40-60",2022,40,1,40,60,8,6,5,0.607,NA,422,11,2.07487520413072,NA,NA,NA,20,143.731,1.05
"1470",1470,"C22.40.01.60-80",2022,40,1,60,80,8,13,10,0.652,NA,376,11,1.86728807654238,NA,NA,NA,20,129.351,1.05
"1471",1471,"C22.40.01.80-100",2022,40,1,80,100,8.1,5,5,0.892,NA,435,11,1.06090303154344,NA,NA,NA,20,73.491,1.05
"1472",1472,"C22.40.02.0-10",2022,40,2,0,10,7.4,174,NA,2.544,NA,645,21,1.43061888165923,NA,NA,NA,10,49.551,1.05
"1473",1473,"C22.40.02.10-20",2022,40,2,10,20,7.5,86,40,1.767,NA,525,24,1.80479540092834,NA,NA,NA,10,62.511,1.05
"1474",1474,"C22.40.02.20-40",2022,40,2,20,40,7.9,29,23,0.753,NA,420,10,1.38137829110264,NA,NA,NA,20,95.691,1.05
"1475",1475,"C22.40.02.40-60",2022,40,2,40,60,7.8,48,30,1.017,NA,510,13,0.66146382289467,NA,NA,NA,20,45.821,1.05
"1476",1476,"C22.40.03.0-10",2022,40,3,0,10,7.4,200,NA,3.29,NA,675,23,1.86311612383911,NA,NA,NA,10,64.531,1.05
"1477",1477,"C22.40.03.10-20",2022,40,3,10,20,7.7,65,38,1.165,NA,465,16,1.96532174715799,NA,NA,NA,10,68.071,1.05
"1478",1478,"C22.40.03.20-40",2022,40,3,20,40,7.7,61,25,1.056,NA,387,29,0.726280665931641,NA,NA,NA,20,50.311,1.05
"1479",1479,"C22.40.03.40-60",2022,40,3,40,60,7.5,65,33,0.97,NA,399,15,1.66100017297928,NA,NA,NA,20,115.061,1.05
"1480",1480,"C22.40.03.60-80",2022,40,3,60,80,7.6,49,25,0.631,NA,384,8,2.02969107969738,NA,NA,NA,20,140.601,1.05
"1481",1481,"C22.40.03.80-100",2022,40,3,80,100,8,8,7,0.723,NA,596,0,1.93600259165507,NA,NA,NA,20,134.111,1.05
"1482",1482,"01.001.10",2020,1,1,0,10,7.35,17.5,NA,2.8615,NA,NA,11,2.93364784899183,NA,81.5,4.85,10,101.61,1.05
"1483",1483,"01.001.20",2020,1,1,10,20,8.2,21,13,1.18,NA,NA,4.5,3.30060645700961,NA,53,2,10,114.32,1.05
"1484",1484,"01.001.40",2020,1,1,20,40,8.3,12,6,1.062,NA,NA,11,1.54217891795983,NA,39,1.8,20,106.83,1.05
"1485",1485,"01.001.60",2020,1,1,40,60,8.1,10,6,1.416,NA,NA,11.5,0.983801303556705,NA,34,2.4,20,68.15,1.05
"1486",1486,"01.001.80",2020,1,1,60,80,7.8,14,8,1.475,NA,NA,12,1.73951661157128,NA,54,2.5,20,120.5,1.05
"1487",1487,"01.001.100",2020,1,1,80,100,7.9,13,8,1.003,NA,NA,12,1.58202178806719,NA,65,1.7,20,109.59,1.05
"1488",1488,"01.002.10",2020,1,2,0,10,6.3,17,NA,5.369,NA,NA,48,1.79928091673232,NA,74,9.1,10,62.32,1.05
"1489",1489,"01.002.20",2020,1,2,10,20,7,17,NA,2.537,NA,NA,24,2.79419780361608,NA,52,4.3,10,96.78,1.05
"1490",1490,"01.002.40",2020,1,2,20,40,7.3,19,NA,2.006,NA,NA,0,0.745321515812658,NA,50,3.4,20,51.63,1.05
"1491",1491,"01.002.60",2020,1,2,40,60,7.6,15,6,0.767,NA,NA,3.5,1.09697815197761,NA,35,1.3,20,75.99,1.05
"1492",1492,"01.002.80",2020,1,2,60,80,7.6,12,6,1.239,NA,NA,4,1.35812218105084,NA,44,2.1,20,94.08,1.05
"1493",1493,"01.002.100",2020,1,2,80,100,7.4,32,NA,1.416,NA,NA,9,0.657984789671527,NA,41,2.4,20,45.58,1.05
"1494",1494,"01.003.10",2020,1,3,0,10,6.7,156,NA,3.599,NA,NA,73.5,1.98636917636688,NA,137,6.1,10,68.8,1.05
"1495",1495,"01.003.20",2020,1,3,10,20,7.1,117,NA,2.242,NA,NA,25,2.66023337079134,NA,73,3.8,10,92.14,1.05
"1496",1496,"01.003.40",2020,1,3,20,40,7.7,46,20,0.767,NA,NA,10,1.41297830656097,NA,80,1.3,20,97.88,1.05
"1497",1497,"01.003.60",2020,1,3,40,60,7.8,37,18,0.767,NA,NA,40.5,0.89747508499076,NA,45,1.3,20,62.17,1.05
"1498",1498,"01.003.80",2020,1,3,60,80,8.1,18,10,0.295,NA,NA,0,0.695806644628513,NA,28,0.5,20,48.2,1.05
"1499",1499,"01.003.100",2020,1,3,80,100,7.7,26,14,1.121,NA,NA,7.5,2.02924356919979,NA,41,1.9,20,140.57,1.05
"1500",1500,"02.004.10",2020,2,4,0,10,6.2,43,NA,3.127,NA,NA,34.5,2.80834490966869,NA,87,5.3,10,97.27,1.05
"1501",1501,"02.004.20",2020,2,4,10,20,6.5,23,NA,2.065,NA,NA,21,2.02390231487381,NA,58,3.5,10,70.1,1.05
"1502",1502,"02.004.40",2020,2,4,20,40,7.4,12,NA,1.298,NA,NA,13,0.902383264641667,NA,49,2.2,20,62.51,1.05
"1503",1503,"02.004.60",2020,2,4,40,60,7.8,21,14,1.121,NA,NA,10,1.67585463433452,NA,40,1.9,20,116.09,1.05
"1504",1504,"02.004.80",2020,2,4,60,80,7.6,15.5,18,0.944,NA,NA,10,1.89975424135088,NA,79,1.6,20,131.6,1.05
"1505",1505,"02.004.100",2020,2,4,80,100,7.4,27,NA,1.239,NA,NA,11.5,1.39478917020761,NA,104,2.1,20,96.62,1.05
"1506",1506,"02.005.10",2020,2,5,0,10,6.8,158,NA,9.676,NA,NA,34.5,1.40171836500889,NA,624,16.4,10,48.55,1.05
"1507",1507,"02.005.20",2020,2,5,10,20,6.1,82,NA,5.546,NA,NA,31,2.94606265634413,NA,360,9.4,10,102.04,1.05
"1508",1508,"02.005.40",2020,2,5,20,40,6.2,67,NA,3.54,NA,NA,16,1.42409388988803,NA,115,6,20,98.65,1.05
"1509",1509,"02.005.60",2020,2,5,40,60,6.5,56,NA,2.183,NA,NA,9,1.48703407599965,NA,103,3.7,20,103.01,1.05
"1510",1510,"02.005.80",2020,2,5,60,80,5.8,29,NA,1.77,NA,NA,10.5,1.47635156734768,NA,117,3,20,102.27,1.05
"1511",1511,"02.005.100",2020,2,5,80,100,5.9,32,NA,1.888,NA,NA,9.5,1.47837258249805,NA,136,3.2,20,102.41,1.05
"1512",1512,"02.006.10",2020,2,6,0,10,6.6,35,NA,6.962,NA,NA,46.5,2.49075681461003,NA,89,11.8,10,86.27,1.05
"1513",1513,"02.006.20",2020,2,6,10,20,7.1,44,NA,4.425,NA,NA,79,2.12091104209172,NA,58,7.5,10,73.46,1.05
"1514",1514,"02.006.40",2020,2,6,20,40,7.4,51,NA,1.652,NA,NA,97.5,0.836844630479562,NA,44,2.8,20,57.97,1.05
"1515",1515,"02.006.60",2020,2,6,40,60,7.4,25,NA,0.767,NA,NA,31.5,1.52947539415749,NA,68,1.3,20,105.95,1.05
"1516",1516,"02.006.80",2020,2,6,60,80,7.2,23,NA,0.767,NA,NA,0,0.719192677082832,NA,73,1.3,20,49.82,1.05
"1517",1517,"02.006.100",2020,2,6,80,100,7.2,20,NA,1.062,NA,NA,22.5,2.48065173885817,NA,58,1.8,20,171.84,1.05
"1518",1518,"03.007.10",2020,3,7,0,10,7.1,23,NA,3.894,NA,NA,38.5,2.21214544030858,NA,141,6.6,10,76.62,1.05
"1519",1519,"03.007.20",2020,3,7,10,20,7.1,12,NA,3.068,NA,NA,57,2.4618851696047,NA,67,5.2,10,85.27,1.05
"1520",1520,"03.007.40",2020,3,7,20,40,7.2,15,NA,1.829,NA,NA,31,1.16294986081479,NA,52,3.1,20,80.56,1.05
"1521",1521,"03.007.60",2020,3,7,40,60,7.4,13,NA,0.531,NA,NA,13.5,1.7363407306207,NA,33,0.9,20,120.28,1.05
"1522",1522,"03.007.80",2020,3,7,60,80,7.6,13,5,0.413,NA,NA,12,1.19095535646997,NA,32,0.7,20,82.5,1.05
"1523",1523,"03.007.100",2020,3,7,80,100,7.6,25,12,0.59,NA,NA,10,1.4910761063004,NA,36,1,20,103.29,1.05
"1524",1524,"03.008.10",2020,3,8,0,10,7.2,83,NA,5.841,NA,NA,45.5,2.35332778438465,NA,130,9.9,10,81.51,1.05
"1525",1525,"03.008.20",2020,3,8,10,20,7.3,84,NA,5.251,NA,NA,38,2.15555701609812,NA,99,8.9,10,74.66,1.05
"1526",1526,"03.008.40",2020,3,8,20,40,7.2,54,NA,3.422,NA,NA,82,0.799455850197657,NA,90.5,5.8,20,55.38,1.05
"1527",1527,"03.008.60",2020,3,8,40,60,7.6,29,20,2.183,NA,NA,36,0.760767845890511,NA,125,3.7,20,52.7,1.05
"1528",1528,"03.008.80",2020,3,8,60,80,7.6,12,12,1.534,NA,NA,38,0.765676025541418,NA,131,2.6,20,53.04,1.05
"1529",1529,"03.008.100",2020,3,8,80,100,7.9,16,8,0.708,NA,NA,12.5,1.41398881413616,NA,38,1.2,20,97.95,1.05
"1530",1530,"03.009.10",2020,3,9,0,10,6.3,54,NA,2.301,NA,NA,136.5,2.2101244251582,NA,96,3.9,10,76.55,1.05
"1531",1531,"03.009.20",2020,3,9,10,20,6.3,41,NA,1.416,NA,NA,69.5,2.70902645085035,NA,47,2.4,10,93.83,1.05
"1532",1532,"03.009.40",2020,3,9,20,40,6.9,27,NA,0.472,NA,NA,68.5,1.50522321235301,NA,34,0.8,20,104.27,1.05
"1533",1533,"03.009.60",2020,3,9,40,60,7.1,91,NA,0.885,NA,NA,85,1.20654604477284,NA,31,1.5,20,83.58,1.05
"1534",1534,"03.009.80",2020,3,9,60,80,7,143,NA,1.062,NA,NA,26,1.5609454872133,NA,43,1.8,20,108.13,1.05
"1535",1535,"03.009.100",2020,3,9,80,100,7.2,124,NA,0.885,NA,NA,8.5,1.35321400139993,NA,39,1.5,20,93.74,1.05
"1536",1536,"04.010.10",2020,4,10,0,10,6.3,40,NA,3.717,NA,NA,74,2.13881146199503,NA,86,6.3,10,74.08,1.05
"1537",1537,"04.010.20",2020,4,10,10,20,6.1,30,NA,2.301,NA,NA,79.5,2.30366855497548,NA,50,3.9,10,79.79,1.05
"1538",1538,"04.010.40",2020,4,10,20,40,6.5,18,NA,1.829,NA,NA,36,0.763799368616071,NA,34,3.1,20,52.91,1.05
"1539",1539,"04.010.60",2020,4,10,40,60,7.3,11,NA,0.885,NA,NA,14.5,1.54982990388625,NA,21,1.5,20,107.36,1.05
"1540",1540,"04.010.80",2020,4,10,60,80,7.6,13,6,0.767,NA,NA,9.5,1.37342415290367,NA,24,1.3,20,95.14,1.05
"1541",1541,"04.010.100",2020,4,10,80,100,7.7,17,8,0.708,NA,NA,0,1.56224471123854,NA,19,1.2,20,108.22,1.05
"1542",1542,"04.011.10",2020,4,11,0,10,6.2,308,NA,20.827,NA,NA,32,0.880873889112694,NA,63,35.3,10,30.51,1.05
"1543",1543,"04.011.20",2020,4,11,10,20,5.7,77,NA,3.422,NA,NA,75,2.23293302471241,NA,59,5.8,10,77.34,1.05
"1544",1544,"04.011.40",2020,4,11,20,40,6,23,NA,2.065,NA,NA,20,1.26789829040918,NA,26,3.5,20,87.83,1.05
"1545",1545,"04.011.60",2020,4,11,40,60,5.9,9,NA,0.885,NA,NA,0,1.28998509883826,NA,24,1.5,20,89.36,1.05
"1546",1546,"04.011.80",2020,4,11,60,80,5.9,12,NA,0.826,NA,NA,15,1.01556011306257,NA,19,1.4,20,70.35,1.05
"1547",1547,"04.011.100",2020,4,11,80,100,6.3,10,NA,0.413,NA,NA,4,1.4375192048155,NA,18,0.7,20,99.58,1.05
